framework_id,code,grade,critical_principle,cluster,proficiency_level,content_strand,text,source_url,page
CA-ELD-2012,ELD.PI.4.4.Em,4,Part I: Interacting in Meaningful Ways,A. Collaborative,Emerging,Adapting language choices,"Adjust language choices according to social setting (e.g., playground, classroom) and audience (e.g., peers, teacher), with substantial support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.4.Ex,4,Part I: Interacting in Meaningful Ways,A. Collaborative,Expanding,Adapting language choices,"Adjust language choices according to purpose (e.g., persuading, entertaining), task (e.g., telling a story versus explaining a science experiment), and audience, with moderate support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.5.Br,4,Part I: Interacting in Meaningful Ways,B. Interpretive,Bridging,Listening actively,"Demonstrate active listening of read-alouds and oral presentations by asking and answering detailed questions, with minimal prompting and light support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.5.Em,4,Part I: Interacting in Meaningful Ways,B. Interpretive,Emerging,Listening actively,"Demonstrate active listening of read-alouds and oral presentations by asking and answering basic questions, with prompting and substantial support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.5.Ex,4,Part I: Interacting in Meaningful Ways,B. Interpretive,Expanding,Listening actively,"Demonstrate active listening of read-alouds and oral presentations by asking and answering detailed questions, with occasional prompting and moderate support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.6a.Br,4,Part I: Interacting in Meaningful Ways,B. Interpretive,Bridging,Reading/viewing closely,"Describe ideas, phenomena (e.g., pollination), and text elements (main idea, character traits, event sequence, and the like) in detail based on close reading of a variety of grade-level texts, with light support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.6a.Em,4,Part I: Interacting in Meaningful Ways,B. Interpretive,Emerging,Reading/viewing closely,"Describe ideas, phenomena (e.g., volcanic eruptions), and text elements (main idea, characters, events, and the like) based on close reading of a select set of grade level texts, with substantial support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.6a.Ex,4,Part I: Interacting in Meaningful Ways,B. Interpretive,Expanding,Reading/viewing closely,"Describe ideas, phenomena (e.g., animal migration), and text elements (main idea, central message, and the like) in greater detail based on close reading of a variety of grade-level texts, with moderate support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.6b.Br,4,Part I: Interacting in Meaningful Ways,B. Interpretive,Bridging,Reading/viewing closely,"Use knowledge of morphology (e.g., affixes, roots, and base words), linguistic context to determine the meaning of unknown and multiple-meaning words on familiar and new topics.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.6b.Em,4,Part I: Interacting in Meaningful Ways,B. Interpretive,Emerging,Reading/viewing closely,"Use knowledge of frequently used affixes (e.g., un-, mis-) and linguistic context, reference materials, and visual cues to determine the meaning of unknown words on familiar topics.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.6b.Ex,4,Part I: Interacting in Meaningful Ways,B. Interpretive,Expanding,Reading/viewing closely,"Use knowledge of morphology (e.g., affixes, roots, and base words), linguistic context, and reference materials to determine the meaning of unknown words on familiar topics.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.7.Br,4,Part I: Interacting in Meaningful Ways,B. Interpretive,Bridging,Evaluating language choices,"Describe how well writers and speakers use specific language resources to support an opinion or present an idea (e.g., the clarity or appealing nature of language used to present evidence), with prompting and light support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.7.Em,4,Part I: Interacting in Meaningful Ways,B. Interpretive,Emerging,Evaluating language choices,"Describe the specific language writers or speakers use to present or support an idea (e.g., the specific vocabulary or phrasing used to provide evidence), with prompting and substantial support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.7.Ex,4,Part I: Interacting in Meaningful Ways,B. Interpretive,Expanding,Evaluating language choices,"Describe how well writers or speakers use specific language resources to support an opinion or present an idea (e.g., whether the vocabulary or phrasing used to provide evidence is strong enough), with prompting and moderate support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.8.Br,4,Part I: Interacting in Meaningful Ways,B. Interpretive,Bridging,Analyzing language choices,"Analyzing language choices Distinguish how different words with related meanings (e.g., fun versus entertaining versus thrilling, possibly versus certainly) and figurative language produce shades of meaning and different effects on the audience.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.8.Em,4,Part I: Interacting in Meaningful Ways,B. Interpretive,Emerging,Analyzing language choices,"Distinguish how different words with similar meanings produce different effects on the audience (e.g., describing a character's actions as whined versus said).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.8.Ex,4,Part I: Interacting in Meaningful Ways,B. Interpretive,Expanding,Analyzing language choices,"Distinguish how different words with similar meanings (e.g., describing a character as smart versus an expert) and figurative language (e.g., as big as a whale) produce shades of meaning and different effects on the audience.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.9.Br,4,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Presenting,"Plan and deliver oral presentations on a variety of topics in a variety of content areas (e.g., retelling a story, explaining a science process, reporting on a current event, recounting a memorable experience, and so on), with light support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.9.Em,4,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Presenting,"Plan and deliver brief oral presentations on a variety of topics and content areas (e.g., retelling a story, explaining a science process, reporting on a current event, recounting a memorable experience, and so on), with substantial support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.4.9.Ex,4,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Presenting,"Plan and deliver longer oral presentations on a variety of topics and content areas (e.g., retelling a story, explaining a science process, reporting on a current event, recounting a memorable experience, and so on), with moderate support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.4.1.Br,4,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Bridging,Understanding text structure,"Apply understanding of how different text types are organized to express ideas (e.g., how a narrative is organized sequentially with predictable stages versus how opinions/arguments are structured logically, grouping related ideas) to comprehending texts and writing cohesive texts.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.4.1.Em,4,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Emerging,Understanding text structure,"Apply understanding of how different text types are organized to express ideas (e.g., how a narrative is organized sequentially) to comprehending texts and writing basic texts.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.4.1.Ex,4,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Expanding,Understanding text structure,"Apply increasing understanding of how different text types are organized to express ideas (e.g., how a narrative is organized sequentially with predictable stages versus how an explanation is organized around ideas) to comprehending texts and writing texts with increasing cohesion.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.4.2a.Br,4,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Bridging,Understanding cohesion,"Apply increasing understanding of language resources for referring the reader back or forward in text (e.g., how pronouns, synonyms, or nominalizations refer back to nouns in text) to comprehending texts and writing cohesive texts.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.4.2a.Em,4,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Emerging,Understanding cohesion,"Apply basic understanding of language resources for referring the reader back or forward in text (e.g., how pronouns refer back to nouns in text) to comprehending texts and writing basic texts.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.4.2a.Ex,4,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Expanding,Understanding cohesion,"Apply growing understanding of language resources for referring the reader back or forward in text (e.g., how pronouns or synonyms refer back to nouns in text) to comprehending texts and writing texts with increasing cohesion.",https://www2.cde.ca.gov/cacs/eld,
